conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_28,Ben,Carol,[Turn 5] [SPEAKER] Speaker 1: When [E2]Carol[/E2] was pregnant with [E1]Ben[/E1]…,neutral,0.9,"the speaker is discussing a past event, specifically a pregnancy and birth, which is a neutral topic. there is no emotional charge or interpersonal sentiment expressed in this sentence."
conv_782,Rachel,Speaker 2,[Turn 3] [SPEAKER] Speaker 1: So [E1]Rachel[/E1]’s all moved out huh? How are you taking it?,neutral,0.8,"the speaker's tone is neutral, and the question is task-oriented, logistical, or observational. the speaker is inquiring about the target's emotional state, but the language used is not emotionally ch"
conv_176,Speaker 1,Ross,"[Turn 1] [SPEAKER] Speaker 1: ...And so then I realized. All this stuff I had been doing. proposing to Joshua, lying to [E2]Ross[/E2] about why I couldn’t come to the wedding. Was all just a way of...",negative,0.9,"the speaker is reflecting on past actions, revealing a sense of regret, guilt, or self-awareness, indicating a negative emotional attribution toward themselves. the use of phrases like ""lying to"" and"
conv_303,Joey,Speaker 2,[Turn 8] [SPEAKER] Speaker 2: Or! I should rush through dinner with [E1]Joey[/E1] and I can meet David at 9:00!,positive,0.9,"the speaker is planning to meet david at 9:00, which implies a social engagement. the tone is casual and friendly, with no apparent conflict or negative emotions."
conv_575,Speaker 1,Aunt Sheryl,"[Turn 4] [SPEAKER] Speaker 1: So I finally heard back from [E2]Aunt Sheryl[/E2] and apparently it wasn’t a mistake. Ahh, there’s-there’s limited seating in the hall.",positive,0.9,"the speaker expresses relief and surprise, indicating a positive emotional attribution toward the target (aunt sheryl). the tone is casual and conversational, suggesting a friendly and familiar relati"
conv_166,Speaker 1,Jean-Claude Van Damme,"[Turn 3] [SPEAKER] Speaker 1: [E2]Jean-Claude Van Damme[/E2]. I didn't know he was in this movie, he is so hot.",positive,0.9,"the speaker uses language of admiration, attraction, or enthusiasm, indicating a favorable social bond and positive emotional attribution toward the target."
conv_286,Emily,Speaker 1,"[Turn 14] [SPEAKER] Speaker 3: Oh! Whoops! I’m sorry, you were talking about [E1]Emily[/E1]!",negative,0.8,"the speaker uses language of apology, regret, or remorse, indicating a negative emotional attribution toward the target."
conv_599,Emma,Speaker 2,"[Turn 13] [SPEAKER] Speaker 1: Okay, oh, and [E1]Emma[/E1] needs a cowgirl outfit for the competition.",neutral,0.8,"the speaker is providing information about a specific request, indicating a neutral emotional attribution."
conv_944,Lilly,Speaker 2,"[Turn 18] [SPEAKER] Speaker 2: Y'know, I don't think I want the lipstick that much. But umm… Oh, would you do me a favor? And umm, would you, would you give [E1]Lilly[/E1] that, please?",positive,0.8,"the speaker is asking for a favor, which indicates a sense of trust and social bond between the speaker and the target. the speaker is also showing consideration for someone else (lilly), which adds t"
conv_296,Speaker 1,New York,[Turn 8] [SPEAKER] Speaker 3: [E2]New York[/E2].,neutral,0.8,"the speaker mentions a location, which does not contain emotional language or social cues, making it difficult to determine the emotional attribution."
conv_265,Speaker 2,Rachel,"[Turn 8] [SPEAKER] Speaker 2: Uh, really good. Really good. Yeah, I should be ready to kill myself any day now. Wow, you sure found that quick. I just—I wish I didn’t feel this way about [E2]Rachel[/E2] anymore, y’know? I wish things could go back to normal. I mean, I love living with her and God, helping out with the baby is just amazing, but now I think…I think Ross feels left out. Y’know? When I had to take [E2]Rachel[/E2] to the hospital, the doctor thought I was the father. God… You should’ve seen the look on Ross’s face. By the way, I have no idea what I’m doing here. For all I know I’m just locking it more. Oh hey, did you try opening it with a credit card?",negative,0.9,"the speaker expresses feelings of sadness, regret, and frustration, indicating a negative emotional attribution toward the subject. the speaker also mentions a sense of disconnection and longing for a"
conv_413,Speaker 6,Alan,[Turn 9] [SPEAKER] Speaker 1: Can I ask you guys a question? D'you ever think that [E2]Alan[/E2] is maybe.. sometimes..,neutral,0.8,"the speaker is asking a question, which is a neutral and non-confrontational act. the speaker is also using a tentative phrase (""maybe.. sometimes.."") which suggests a lack of strong emotional commitm"
conv_329,Speaker 1,Amy,[Turn 1] [SPEAKER] Speaker 1: Um look I was thinking... If its ok with Monica I would like to invite [E2]Amy[/E2] to Thanksgiving.,positive,0.9,"the speaker is expressing a desire to invite someone to a social event, indicating a positive emotional attribution toward the target. the use of phrases like ""if it's ok with monica"" suggests a consi"
conv_4,Ross,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: Now, Mom, everything's going fine, really. Yeah, [E1]Ross[/E1] is great. He's uh, he's in a whole other place. No, he's gone. No no, you don't have to fly back, really. What do you mean this might be your only chance? Would you stop? I'm only 26, I'm not even thinking about babies yet.",positive,0.9,"the speaker uses language of concern, empathy, and understanding, indicating a positive emotional attribution toward the target. the speaker is trying to reassure the target and alleviate their concer"
conv_290,Speaker 1,Brian,[Turn 15] [SPEAKER] Speaker 1: Excuse me? You don't think I could get a [E2]Brian[/E2]? Because I could get a [E2]Brian[/E2]. Believe you me. ...I'm really not.,positive,0.9,"the speaker uses language of assertiveness, confidence, and self-assurance, indicating a positive emotional attribution toward themselves. the speaker also uses language of persuasion, trying to convi"
conv_267,Speaker 1,Chandler,"[Turn 2] [SPEAKER] Speaker 2: I still love you. And I know I probably shouldn’t even be here telling you this, I mean you’re with [E2]Chandler[/E2] a guy I really like, and if you say he’s straight I’ll believe you! After seeing ya the other night I knew if I didn’t tell ya I’d regret it for the rest of my life. Letting you go was the stupidest thing I ever did.",positive,0.95,"the speaker expresses strong emotions of love, regret, and vulnerability, indicating a deep emotional connection and attachment to the subject. the speaker's words convey a sense of longing and yearni"
conv_250,Monica,Speaker 4,"[Turn 10] [SPEAKER] Speaker 4: It was pretty simple actually, I came up with a couple of cost-cutting solutions, wrote out a list and [E1]Monica[/E1] told me to go to hell.",negative,0.9,"the speaker uses language of conflict, social rejection, or hostile intent, indicating a negative emotional attribution between the parties."
conv_77,Joey,Speaker 2,"[Turn 4] [SPEAKER] Speaker 2: I don't know, you know, just the way she waltzed in here all smart, and tall! You know, and just swept [E1]Joey[/E1] off his feet... I mean, nobody else has a chance!",negative,0.8,"the speaker uses language of criticism, jealousy, or resentment, indicating a negative emotional attribution toward the subject. the speaker describes the subject as ""smart"" and ""tall"", which could be"
conv_474,Speaker 5,Knicks,"[Turn 11] [SPEAKER] Speaker 5: Ooh, ooh, I know! We should pool all own money and buy the [E2]Knicks[/E2]!",positive,0.9,"the speaker uses language of excitement, enthusiasm, or shared experience, indicating a positive social bond and positive emotional attribution toward the target."
conv_3,Speaker 2,Emma,[Turn 4] [SPEAKER] Speaker 2: Guess what? I made [E2]Emma[/E2] laugh today.,positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_58,Susan,Ben,[Turn 11] [SPEAKER] Speaker 1: Right. Are you looking for Jack’s parents to discuss the problems he’s having with [E2]Ben[/E2]? Yeah. Because I really do think the parents should sit down and have a conversation.,neutral,0.8,"the speaker is asking about a potential conversation between jack's parents and ben, indicating a neutral or task-oriented tone. there is no emotional charge or interpersonal sentiment in this sentenc"
conv_386,Minnie,Speaker 2,"[Turn 9] [SPEAKER] Speaker 1: Still, you- you say [E1]Minnie[/E1], you hear Mouse. Um, how about, um.. how about Julia?",neutral,0.8,"the speaker is trying to initiate a conversation, but the language used is hesitant and uncertain, indicating a lack of emotional charge or interpersonal sentiment. the speaker is not using language o"
conv_804,Rachel,Speaker 2,"[Turn 21] [SPEAKER] Speaker 1: Well, I guess having [E1]Rachel[/E1] back wouldn’t be the worst thing in the world.",neutral,0.8,"the speaker expresses a neutral sentiment, neither strongly positive nor negative, about having rachel back. the phrase ""wouldn't be the worst thing in the world"" implies a lack of strong enthusiasm o"
conv_117,Speaker 1,Joey,[Turn 5] [SPEAKER] Speaker 1: I don’t know! [E2]Joey[/E2] hasn’t had this much trouble getting out words since we saw him in Macbeth!,negative,0.9,"the speaker uses language of frustration, confusion, or annoyance, indicating a negative emotional attribution toward the target."
conv_599,Emma,Speaker 2,"[Turn 7] [SPEAKER] Speaker 1: Okay, but, well, before you say no, my friend Susanne is entering her kid and compared to [E1]Emma[/E1] she's a real dog!",negative,0.9,"the interaction contains elements of conflict, social rejection, or hostile intent, as the speaker is comparing someone unfavorably to another person. this implies a negative emotional attribution bet"
conv_197,Speaker 2,Richard,[Turn 6] [SPEAKER] Speaker 2: The [E2]Richard[/E2].,neutral,0.9,"the speaker is addressing someone named richard, which does not contain any emotional language or conflict."
conv_974,Ben,Carol,[Turn 7] [SPEAKER] Speaker 1: Well it turns out that [E1]Ben[/E1] and Sting’s son do not get along.,neutral,0.9,"the speaker uses a neutral tone and does not express any emotional sentiment towards the subject or object. the sentence is a statement of fact, providing information about a situation."
conv_74,Mrs. Braverman,Speaker 1,"[Turn 6] [SPEAKER] Speaker 2: Chandler, this is not addressed to you. This is addressed to [E1]Mrs. Braverman[/E1] downstairs. Thief.",neutral,0.8,"the speaker uses language of authority, directness, and specificity, indicating a neutral or potentially negative emotional attribution toward the target. the tone is formal and matter-of-fact, withou"
conv_170,Ethel,Speaker 2,"[Turn 9] [SPEAKER] Speaker 2: Yeah, did she sound happy about it? 'Cause my friend [E1]Ethel[/E1]'s baby was born with a teeny, tiny beard.",positive,0.8,"the speaker is asking about someone's emotional state, specifically whether they sounded happy, which implies a concern for the person's well-being. the mention of a friend's baby with a beard is an u"
conv_356,Veronica,Joey,"[Turn 8] [SPEAKER] Speaker 4: Are you insane? I mean [E2]Joey[/E2], is going to kill you, he's actually going to kill you dead.",negative,0.9,"the speaker uses language of strong negative emotion, specifically anger and frustration, indicating a strong negative emotional attribution toward the target."
conv_866,Speaker 1,Mona,"[Turn 2] [SPEAKER] Speaker 2: Oh hey! Hey Ross! Hey how’s it, how’s it going with you and [E2]Mona[/E2]? Are you guys still together?",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_312,Emily,Susan,[Turn 9] [SPEAKER] Speaker 3: You actually think that something can happen between [E1]Emily[/E1] and [E2]Susan[/E2]?,negative,0.8,"the speaker is expressing skepticism or doubt about the possibility of a romantic relationship between emily and susan, indicating a negative emotional attribution between the parties."
conv_947,Speaker 2,Rover,"[Turn 10] [SPEAKER] Speaker 2: Oh, is it? Is it? Look, when Monica and I were kids, we had a dog named [E2]Rover[/E2]. And, uh, one day, my dad decides, he doesn't like dogs. So Monica and her friend…Phyllis…take away the dog. And that was the last time we ever saw him. Don't you see? This is just like that. Only with a few details changed.",positive,0.9,"the speaker uses a metaphor to describe a past event, which is a way of expressing emotional connection and shared experience. the speaker also uses a rhetorical question to emphasize the emotional si"
conv_804,Rachel,Speaker 1,"[Turn 2] [SPEAKER] Speaker 2: Yeah, I'm a friend of [E1]Rachel[/E1] Green's. Uhm, actually we met at the Christmas party about two years ago.",neutral,0.8,"the speaker introduces themselves as a friend of rachel green's, indicating a positive social bond. the tone is casual and friendly, suggesting a neutral emotional attribution."
