conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_458,Speaker 1,Ross,"(-1 Turn: Speaker 1: Dude, you should've gone out once and a while.) (Target Turn: Speaker 1: Come on, Chandler, Ross is our friend. He needs us right now, so why don't you be a grown up and come and watch some TV in the fort!) (+1 Turn: Speaker 1: Come on, Chandler, Ross is our friend. He needs us right now, so why don't you be a grown up and come and watch some TV in the fort!)",positive,0.9,"the speaker is using a persuasive tone, appealing to chandler's sense of responsibility and friendship, indicating a positive emotional attribution toward ross. the speaker is also using a gentle, enc"
conv_144,Emily,Speaker 2,(-1 Turn: Speaker 1: Emily Waltham.) (Target Turn: Speaker 1: Emily Waltham.) (+1 Turn: Speaker 1: Emily Waltham.),neutral,0.8,"the sentence lacks specific emotional charge or interpersonal sentiment, and the speaker's name is not accompanied by any emotional or evaluative language."
conv_847,Speaker 1,Monica,"(-1 Turn: Speaker 1: I know, it's the first time, we're leaving the baby and ... hey, I know how hard it is for you, but ... but Emma is gonna be fine. My mom is gonna be with her. She's great with kids.) (Target Turn: Speaker 2: What about Monica.) (+1 Turn: Speaker 2: What about Monica.)",neutral,0.7,"the speaker is asking about monica, which implies a level of interest or concern, but the context is unclear. without more information, it's difficult to determine the emotional attribution."
conv_312,Speaker 1,Emily,(-1 Turn: Speaker 3: You actually think that something can happen between Emily and Susan?) (Target Turn: Speaker 3: You actually think that something can happen between Emily and Susan?) (+1 Turn: Speaker 3: You actually think that something can happen between Emily and Susan?),neutral,0.9,"the speaker's tone is inquiring, and the language used is neutral, indicating a lack of emotional charge or interpersonal sentiment. the speaker is simply seeking information or clarification, which d"
conv_286,Uncle Lenny,Speaker 1,"(-1 Turn: Speaker 1: No! No! Not—I don’t mean I-I see her as a twelve-year-old girl! I mean I-I have a son, who’s umm six and I still think of him as a baby.) (Target Turn: Speaker 1: Yeah, tell that to my Uncle Lenny.) (+1 Turn: Speaker 1: Yeah, tell that to my Uncle Lenny.)",positive,0.8,"the speaker uses a family member (uncle lenny) as a reference, which implies a sense of familiarity and closeness. the tone is informal, and the speaker seems to be sharing a personal anecdote. this s"
conv_281,Speaker 4,Nate,"(-1 Turn: Speaker 4: Joey, you are not! You’re 31.) (Target Turn: Speaker 1: Sense the tone! No that kid Nate got it.) (+1 Turn: Speaker 1: Sense the tone! No that kid Nate got it.)",positive,0.9,"the speaker uses a playful tone and a sense of camaraderie, indicating a positive emotional attribution toward the target."
conv_594,Mrs. Tribbiani,Irish,"(-1 Turn: Speaker 2: Hello? Yeah, hi! Mrs. Tribbiani? Hi, this is Monica Geller. Yeah I’m just calling to say that Chandler and I uh, really hope you can make it to the wedding. Yeah, apparently a bunch of invitations that we sent weren’t delivered. Umm, I guess there was some screw up at the damn post office! T-Tell me about it! Yeah, yeah, the US Post Office? No, more like US lost office! What are they Irish?!) (Target Turn: Speaker 2: Hello? Yeah, hi! Mrs. Tribbiani? Hi, this is Monica Geller. Yeah I’m just calling to say that Chandler and I uh, really hope you can make it to the wedding. Yeah, apparently a bunch of invitations that we sent weren’t delivered. Umm, I guess there was some screw up at the damn post office! T-Tell me about it! Yeah, yeah, the US Post Office? No, more like US lost office! What are they Irish?!) (+1 Turn: Speaker 2: Hello? Yeah, hi! Mrs. Tribbiani? Hi, this is Monica Geller. Yeah I’m just calling to say that Chandler and I uh, really hope you can make it to the wedding. Yeah, apparently a bunch of invitations that we sent weren’t delivered. Umm, I guess there was some screw up at the damn post office! T-Tell me about it! Yeah, yeah, the US Post Office? No, more like US lost office! What are they Irish?!)",positive,0.9,"the speaker is making a friendly phone call to mrs. tribbiani, inviting her to a wedding. the tone is casual and playful, with a dash of humor. the speaker uses colloquial language and makes a lighthe"
conv_935,Speaker 3,Ursula,"(-1 Turn: N/A) (Target Turn: Speaker 3: Hi, it’s Eric. From the Halloween party, Ursula’s fiancée.) (+1 Turn: Speaker 3: Hi, it’s Eric. From the Halloween party, Ursula’s fiancée.)",neutral,0.9,"the speaker is introducing themselves and providing context about their relationship to ursula, indicating a neutral or observational tone. the sentence lacks emotional charge or interpersonal sentime"
conv_117,Speaker 2,Joey,"(-1 Turn: Speaker 2: Well, I actually had the weirdest conversation with Joey. He was talking about rules and right and wrong and…) (Target Turn: Speaker 1: I don’t know! Joey hasn’t had this much trouble getting out words since we saw him in Macbeth!) (+1 Turn: Speaker 1: I don’t know! Joey hasn’t had this much trouble getting out words since we saw him in Macbeth!)",negative,0.8,"the speaker uses language of frustration, confusion, or annoyance, indicating a negative emotional attribution toward the target."
conv_74,Joey,Speaker 3,"(-1 Turn: Speaker 2: So does-does Joey know you’re moving?) (Target Turn: Speaker 2: So does-does Joey know you’re moving?) (+1 Turn: Speaker 2: Chandler, this is not addressed to you. This is addressed to Mrs. Braverman downstairs. Thief.)",neutral,0.8,"the speaker is asking a question about someone's (joey's) knowledge of a significant event (moving), which implies a level of intimacy and shared experience. the tone is neutral, without any obvious e"
conv_645,Emma,Jill,(-1 Turn: N/A) (Target Turn: Speaker 1: Oh Emma. This is going to be your first Thanksgiving. What are you thankful for? Mommy's bobbies.) (+1 Turn: Speaker 1: Oh Emma. This is going to be your first Thanksgiving. What are you thankful for? Mommy's bobbies.),positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_1040,Kathy,The Velveteen Rabbit,"(-1 Turn: Speaker 1: Phebes, it was your birthday, like, months ago.) (Target Turn: Speaker 1: Actually, this is for Kathy's birthday. It's an early edition of her favorite book.) (+1 Turn: Speaker 1: Actually, this is for Kathy's birthday. It's an early edition of her favorite book.)",positive,0.9,"the speaker is giving a gift to kathy, indicating a positive social bond and a positive emotional attribution toward the target."
conv_473,Chandler,Speaker 2,(-1 Turn: N/A) (Target Turn: Speaker 1: Listen...I need to know that what I'm about to ask you will never get back to Chandler.) (+1 Turn: Speaker 1: Listen...I need to know that what I'm about to ask you will never get back to Chandler.),positive,0.9,"the speaker is asking for confidentiality, which implies a level of trust and intimacy. the speaker is also addressing the listener directly, which suggests a personal connection. the tone is serious"
conv_43,Charlie,Speaker 1,(-1 Turn: Speaker 1: I have to break up with Charlie?) (Target Turn: Speaker 1: I have to break up with Charlie?) (+1 Turn: N/A),negative,0.9,"the speaker is initiating a breakup, which typically involves conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties."
conv_323,Speaker 4,Knicks,(-1 Turn: Speaker 4: It’s the Knicks!) (Target Turn: Speaker 3: Screw the Knicks!) (+1 Turn: Speaker 3: Screw the Knicks!),negative,0.9,"the speaker uses a strong negative sentiment (""screw"") towards the object (""knicks""), indicating a negative emotional attribution."
conv_19,Ross,Speaker 2,"(-1 Turn: Speaker 2: Any one of the brilliant actresses nominated for this award tonight deserves to take it home. Unfortunately only one can. The nominees for Best Supporting Actress are from Passions Erin Goff. From One Life to Live Mary Loren Bishop, from All My Children Sarah Mchann, and from Days of Our Lives Jessica Ashley. And the winner is……Jessica Ashley from Days of Our Lives. Uh, unfortunately Jessica couldn’t be with us tonight so I’ll be accepting this award on her behalf. And I’m sure that Jessica would like to thank my parents who always believed in me. She’d also like to thank my friends, Chandler, Monica, Ross, Phoebe, and Rachel who’s sittin’ right there!) (Target Turn: Speaker 2: Any one of the brilliant actresses nominated for this award tonight deserves to take it home. Unfortunately only one can. The nominees for Best Supporting Actress are from Passions Erin Goff. From One Life to Live Mary Loren Bishop, from All My Children Sarah Mchann, and from Days of Our Lives Jessica Ashley. And the winner is……Jessica Ashley from Days of Our Lives. Uh, unfortunately Jessica couldn’t be with us tonight so I’ll be accepting this award on her behalf. And I’m sure that Jessica would like to thank my parents who always believed in me. She’d also like to thank my friends, Chandler, Monica, Ross, Phoebe, and Rachel who’s sittin’ right there!) (+1 Turn: Speaker 2: Any one of the brilliant actresses nominated for this award tonight deserves to take it home. Unfortunately only one can. The nominees for Best Supporting Actress are from Passions Erin Goff. From One Life to Live Mary Loren Bishop, from All My Children Sarah Mchann, and from Days of Our Lives Jessica Ashley. And the winner is……Jessica Ashley from Days of Our Lives. Uh, unfortunately Jessica couldn’t be with us tonight so I’ll be accepting this award on her behalf. And I’m sure that Jessica would like to thank my parents who always believed in me. She’d also like to thank my friends, Chandler, Monica, Ross, Phoebe, and Rachel who’s sittin’ right there!)",neutral,0.9,"the speaker is giving an award acceptance speech, using formal language and acknowledging the nominees. the tone is neutral and respectful, without any emotional charge or interpersonal sentiment."
conv_276,Speaker 5,Kip,"(-1 Turn: Speaker 4: Joey! I can’t believe you just did that!) (Target Turn: Speaker 3: Kip, my old roommate, y'know we all used to hang out together.) (+1 Turn: Speaker 4: Joey! I can’t believe you just did that!)",positive,0.9,"the speaker uses language of familiarity, shared experience, and nostalgia, indicating a positive social bond and positive emotional attribution toward the target."
conv_252,Speaker 2,Janice,"(-1 Turn: Speaker 1: Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!) (Target Turn: Speaker 2: Look, I don't hate Janice, she's-she's just a lot to take, you know.) (+1 Turn: Speaker 2: Look, I don't hate Janice, she's-she's just a lot to take, you know.)",negative,0.9,"the speaker uses language of frustration, annoyance, or exasperation, indicating a negative emotional attribution toward the target."
conv_285,Phoebe,Mike,"(-1 Turn: Speaker 2: Ohh… Oh, that’s okay I hate when people come back to complement the chef. Like I have nothing better to do! So what’s up?) (Target Turn: Speaker 2: Oh that's so cute: Ross and Mike's first date. Is that going to be awkward? I mean, what are you guys going to talk about?) (+1 Turn: Speaker 2: Oh that's so cute: Ross and Mike's first date. Is that going to be awkward? I mean, what are you guys going to talk about?)",neutral,0.8,"the speaker uses language of social commentary, curiosity, or playful teasing, indicating a neutral emotional attribution toward the subject and object. the tone is lighthearted and non-confrontationa"
conv_1053,Speaker 2,Rachel,"(-1 Turn: N/A) (Target Turn: Speaker 1: So, how does Mona feel about you and Rachel living together?) (+1 Turn: Speaker 1: So, how does Mona feel about you and Rachel living together?)",neutral,0.8,"the speaker is asking about mona's feelings towards the subject (speaker 1) and object (rachel) living together, which implies a level of emotional investment and interest in the relationship. the ton"
conv_154,Speaker 1,Dr. Drake Remore,"(-1 Turn: Speaker 1: Oh, Monica, I figured I'd come by tomorrow morning and pick up Fluffy's old cat toy, OK?) (Target Turn: Speaker 1: No, no no no, you don't have to tell me anything. You don't have to explain yourself to me. Ooh, who am I to question the great Dr. Drake Remore?) (+1 Turn: Speaker 1: No, no no no, you don't have to tell me anything. You don't have to explain yourself to me. Ooh, who am I to question the great Dr. Drake Remore?)",negative,0.9,"the speaker uses language of rejection, dismissal, and deference, indicating a negative emotional attribution toward the target. the speaker's tone is condescending and patronizing, implying that the"
